
 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
      0     0.00       0.00       0.00    1232 …32 ManagedAppsSubscriber
      0     0.00       0.02       0.11   19756 …56 ManagedAppsSubscriber
      0     0.00       0.00       0.00    1234 …34 ManagedConfigurationFilesSubscriber
      0     0.00       3.62       0.45    8344   1 managedcorespotlightd
      0     0.00       4.09       0.08     728   1 ManagedSettingsAgent
      0     0.00       0.88       0.09   19761 …61 ManagedSettingsSubscriber
      0     0.00       0.00       0.00    1233 …33 ManagementTestSubscriber
      0     0.00       0.88       0.09   19758 …58 ManagementTestSubscriber
      0     0.00       7.58       0.85    3839   1 mapssyncd
      0     0.00       0.02       0.04     940 940 MauiAUSP
      0     0.00       0.84       0.05   19814   1 mbuseragent
      0     0.00      23.34      13.08     936   1 mdbulkimport
      0     0.00       0.00       0.00     489 489 mDNSResponder
      0     0.00       0.00       0.00     509 509 mDNSResponderHelper
      0     0.00       0.00       0.00     361 361 mds
      0     0.00       0.00       0.00   19820 …20 mdsync
      0     0.00       0.00       0.00     542 542 mds_stores
      0     0.00       0.00       0.00    2879   1 mdworker
      0     0.00       1.00       3.09   12902   1 mdworker
      0     0.00      25.69       0.13   32203   1 mdworker_shared
      0     0.00      13.77       0.08   32236   1 mdworker_shared
      0     0.00      14.25       0.08   32238   1 mdworker_shared
      0     0.00       1.83       0.04    7352   1 mdwrite
      0     0.00       9.23       0.14   19815 …15 media-indexer
      0     0.00      80.47      22.97     771   1 mediaanalysisd
      0     0.00       1.52       0.11     813   1 mediaremoteagent
      0     0.00       0.00       0.00     337 337 mediaremoted
      0     0.00       0.02       0.11     792   1 MENotificationAgent
      0     0.00       0.02       0.08    1074 …74 MessagesActionExtension
      0     0.00       0.95       0.11    1177 …77 MessagesBlastDoorService
      0     0.00       1.14       0.12    3494   1 metrickitd
      0     0.00       0.00       0.00   19768 …68 microstackshot
      0     0.00       8.33      43.60     778   1 milod
      0     0.00       8.33       1.07    3326   1 mlhostd
      0     0.00       0.00       0.00    1760 …60 mmaintenanced
      0     0.00       0.00       0.00     523 523 mobileactivationd
      0     0.00       0.00       0.00     419 419 mobileassetd
      0     0.00       1.02       0.05     666   1 mobilerepaird
      0     0.00       1.94       2.05     714   1 mobiletimerd
      0     0.00      10.59       2.42     959   1 ModelCatalogAgent
      0     0.00       0.00       0.00     571 571 modelcatalogd
      0     0.00       0.00       0.00     559 559 modelmanagerd
      0     0.00       4.91       1.88     790   1 MTLAssetUpgraderD
      0     0.00       0.00       0.00    1267 …67 MTLCompilerService
      0     0.00       0.00       0.00    3118 …18 MTLCompilerService
      0     0.00       0.00       0.00    3119 …19 MTLCompilerService
      0     0.00       0.00       0.00   10434 …34 MTLCompilerService
      0     0.00       0.83       0.03   12736 …36 MTLCompilerService
      0     0.00       0.89       0.02   12737 …37 MTLCompilerService
      0     0.00       0.02       0.08   13270 …70 MTLCompilerService
      0     0.00       0.86       0.06   13271 …71 MTLCompilerService
      0     0.00       0.83       5.19   13554 …54 MTLCompilerService
      0     0.00       0.00       0.00   17185 …85 MTLCompilerService
      0     0.00       0.86       0.89   17363 …63 MTLCompilerService
      0     0.00       0.00       0.00   21489 …89 MTLCompilerService
      0     0.00      33.78       1.92   22239 …39 MTLCompilerService
      0     0.00       0.84       0.76   22240 …40 MTLCompilerService
      0     0.00      50.88       0.58   31557 …57 MTLCompilerService
      0     0.00      22.02       0.18   31566 …66 MTLCompilerService
      0     0.00      11.00       0.02   31567 …67 MTLCompilerService
      0     0.00       3.36       1.13    1378   1 naturallanguaged
      0     0.00      18.80       0.89   19769   1 nbagent
      0     0.00       0.00       0.00   19773 …73 nbstated
      0     0.00       3.47       0.39     966   1 ndoagent
      0     0.00       7.66       5.18     633   1 neagent
      0     0.00       0.00       0.00     715 715 nearbyd
      0     0.00       0.00       0.00     428 428 nehelper
      0     0.00       0.00       0.00     381 381 nesessionmanager
      0     0.00       0.00       0.00   30938 …38 netbiosd
      0     0.00      22.44      24.59     773   1 networkserviceproxy
      0     0.00      40.89      18.53     809 809 NewsToday2
      0     0.00       0.00       0.00     983 983 nfcd
      0     0.00       0.00       0.00     987 987 NFStorageServer
      0     0.00      24.12      45.39     744   1 NotificationCenter
      0     0.00       0.00       0.00     398 398 notifyd
      0     0.00       0.00       0.00     423 423 nsurlsessiond
      0     0.00      13.47       9.41     640   1 nsurlsessiond
      0     0.00       0.00       0.00     724 724 oahd
      0     0.00      26.58       8.59    1036   1 OneDrive Sync Service
      0     0.00       0.00       0.00    1105 …05 online-auth-agent
      0     0.00       0.00       0.00     372 372 opendirectoryd
      0     0.00     389.59     502.19   21857   1 Opera
      0     0.00      96.83      81.57   21864   1 Opera Helper
      0     0.00      29.80       3.67   21866   1 Opera Helper
      0     0.00       9.48       2.06   21886   1 Opera Helper
      0     0.00     134.33     415.89   21863   1 Opera Helper (GPU)
      0     0.00      77.84       1.97   21876   1 Opera Helper (Renderer)
      0     0.00     170.98      14.88   21877   1 Opera Helper (Renderer)
      0     0.00      95.45      10.48   21878   1 Opera Helper (Renderer)
      0     0.00      26.55       1.39   21883   1 Opera Helper (Renderer)
      0     0.00      40.20       1.17   21885   1 Opera Helper (Renderer)
      0     0.00     411.14     388.35   21894   1 Opera Helper (Renderer)
      0     0.00      67.16      15.66   22770   1 Opera Helper (Renderer)
      0     0.00      16.97       0.61   22772   1 Opera Helper (Renderer)
      0     0.00     353.91      38.72   27432   1 Opera Helper (Renderer)
      0     0.00     326.09       4.67   31665   1 Opera Helper (Renderer)
      0     0.00     483.78      38.04   31718   1 Opera Helper (Renderer)
      0     0.00      97.88       0.08   31723   1 Opera Helper (Renderer)
      0     0.00     114.92       0.08   32230   1 Opera Helper (Renderer)
      0     0.00     169.86       0.30   32235   1 Opera Helper (Renderer)
      0     0.00       0.00       0.00     566 566 osanalyticshelper
      0     0.00       0.00       0.00     568 568 ospredictiond
      0     0.00       7.70       2.50     763 763 PAH_Extension
      0     0.00      13.41       3.53     758   1 parsecd
      0     0.00       0.00       0.00    1226 …26 PasscodeSettingsSubscriber
      0     0.00       0.81       0.14   19752 …52 PasscodeSettingsSubscriber
      0     0.00       9.64       0.95   15722   1 passd
      0     0.00       0.95       0.07    1393   1 PasswordBreachAgent
      0     0.00       7.86       1.69     627   1 pboard
      0     0.00       4.84       0.44     766   1 pbs
      0     0.00       0.00       0.00     394 394 peakpowermanagerd
      0     0.00      10.12       1.64    1228   1 peopled
      0     0.00       0.00       0.00   20531 …31 PerfPowerServices
      0     0.00       0.00       0.00     547 547 PerfPowerTelemetryClientRegistrationService
      0     0.00      21.19       4.84     954   1 photoanalysisd
      0     0.00       8.02       0.98     775   1 photolibraryd
      0     0.00      10.66       1.90     694   1 pkd
      0     0.00       0.00       0.00     508 508 PlugInLibraryService
      0     0.00       0.02       0.01     752 752 PlugInLibraryService
      0     0.00       1.34       0.02     788 788 PlugInLibraryService
      0     0.00       0.02       0.02     821 821 PlugInLibraryService
      0     0.00       1.38       0.03    1040 …40 PlugInLibraryService
      0     0.00       0.02       0.01    7353 …53 PlugInLibraryService
      0     0.00       0.02       0.02    7402 …02 PlugInLibraryService
      0     0.00       0.02       0.02    8273 …73 PlugInLibraryService
      0     0.00       0.02       0.02    8343 …43 PlugInLibraryService
      0     0.00       0.02       0.02   12808 …08 PlugInLibraryService
      0     0.00       0.00       0.00   12809 …09 PlugInLibraryService
      0     0.00       0.02       0.03   19826 …26 PlugInLibraryService
      0     0.00       0.02       0.01   22802 …02 PlugInLibraryService
      0     0.00       0.91       0.11   19817   1 PodcastContentService
      0     0.00      11.94       4.50     869   1 postersyncd
      0     0.00       8.33       0.73   19398   1 PowerChime
      0     0.00       0.00       0.00     346 346 powerd
      0     0.00       0.00       0.00     410 410 powerexperienced
      0     0.00       0.00       0.00     441 441 PowerUIAgent
      0     0.00       5.72       0.30   19734   1 privatecloudcomputed
      0     0.00       8.64       4.80    1229   1 proactived
      0     0.00       6.34       0.73   19764   1 proactiveeventtrackerd
      0     0.00       1.98       0.35    1062   1 progressd
      0     0.00       4.67       1.39    1066   1 promotedcontentd
      0     0.00       6.05       0.26     907   1 ProtectedCloudKeySyncing
      0     0.00     142.61       0.69   32242 …52 pwsh
      0     0.00       5.59       0.90     682 682 QuickLookUIService
      0     0.00      20.00       0.08   31022 …22 QuickLookUIService
      0     0.00      15.52      36.46     641   1 rapportd
      0     0.00       5.31       0.22     872   1 recentsd
      0     0.00      20.22       1.38   28644   1 remindd
      0     0.00       0.02       0.22     916 916 RemindersWidgetExtension
      0     0.00       0.00       0.00     351 351 remoted
      0     0.00       1.20       0.13   19742   1 RemoteManagementAgent
      0     0.00       0.00       0.00    1215 …15 remotemanagementd
      0     0.00      26.89     113.57     719   1 replayd
      0     0.00       4.34       1.09     741   1 replicatord
      0     0.00       0.02       0.03     743   1 ReportCrash
      0     0.00       0.00       0.00    2810 …10 ReportCrash
      0     0.00      21.42       3.14    1173   1 reversetemplated
      0     0.00       0.00       0.00     392 392 revisiond
      0     0.00      19.09      11.21     646   1 routined
      0     0.00       0.00       0.00     750 750 rtcreportingd
      0     0.00       0.00       0.00     411 411 runningboardd
      0     0.00       0.83       0.96    1414 …14 SAExtensionOrchestrator
      0     0.00     195.83      11.43   31002   1 Safari
      0     0.00      13.86       3.70    1218   1 SafariBookmarksSyncAgent
      0     0.00       0.81       0.06   19743 …43 SafariConfigurationSubscriber
      0     0.00       3.41       0.09    1318   1 SafariLaunchAgent
      0     0.00       0.02       0.07    1073 …73 SafariLinkExtension
      0     0.00       3.14       0.11   15724   1 SafariNotificationAgent
      0     0.00       0.00       0.00     399 399 sandboxd
      0     0.00      20.66       3.34   26694 …94 SCIM_Extension
      0     0.00       6.98       0.40     782   1 ScopedBookmarkAgent
      0     0.00       0.00       0.00    1224 …24 ScreenSharingSubscriber
      0     0.00       0.80       0.14   19749 …49 ScreenSharingSubscriber
      0     0.00      15.05       2.65     710   1 ScreenTimeAgent
      0     0.00      35.12       8.77     915 915 ScreenTimeWidgetExtension
      0     0.00       0.00       0.00     574 574 searchpartyd
      0     0.00      17.83       5.48     805   1 searchpartyuseragent
      0     0.00      24.98      19.21     644   1 secd
      0     0.00       0.00       0.00     897   1 secd
      0     0.00       0.00       0.00     899   1 secd
      0     0.00       0.00       0.00   19411   1 secd
      0     0.00       0.00       0.00     434 434 secinitd
      0     0.00       0.00       0.00     553   1 secinitd
      0     0.00       0.00       0.00     588   1 secinitd
      0     0.00      12.88       2.16     661   1 secinitd
      0     0.00       0.00       0.00   19406   1 secinitd
      0     0.00       0.00       0.00     378 378 securityd
      0     0.00       0.00       0.00     517 517 securityd_system
      0     0.00      31.97       4.01   22759 …59 SecurityPrivacyExtension
      0     0.00       0.00       0.00    1219 …19 SecuritySubscriber
      0     0.00       0.88       0.10   19744 …44 SecuritySubscriber
      0     0.00       0.00       0.00     619 619 seld
      0     0.00       2.75       0.14    1761   1 seserviced
      0     0.00       6.06       0.59     894   1 SetStoreUpdateService
      0     0.00       8.77       0.81     692   1 sharedfilelistd
      0     0.00      36.27      81.14     711   1 sharingd
      0     0.00      10.30       1.26    1125   1 ShortcutsViewService
      0     0.00       8.94      34.23     665   1 siriactionsd
      0     0.00       0.02       0.03     941 941 SiriAUSP
      0     0.00       1.17       1.18     973   1 siriinferenced
      0     0.00      16.77       6.39     794   1 siriknowledged
      0     0.00       0.81       0.14    1075 …75 SiriSuggestionsBookkeepingService
      0     0.00       8.84       0.94     803   1 sirittsd
      0     0.00       0.00       0.00     333 333 smd
      0     0.00       2.34       0.18     688   1 sociallayerd
      0     0.00       0.00       0.00     506 506 socketfilterfw
      0     0.00       0.00       0.00     354 354 softwareupdated
      0     0.00       0.00       0.00     544 544 softwareupdated
      0     0.00       9.00       0.62     852   1 SoftwareUpdateNotificationManager
      0     0.00       0.00       0.00    1231 …31 SoftwareUpdateSubscriber
      0     0.00       0.02       0.01   17385 …85 SpeechSynthesisServerXPC
      0     0.00       0.02       0.01   22712 …12 SpeechSynthesisServerXPC
      0     0.00       0.00       0.00     923 923 spindump
      0     0.00       1.31       0.03     930   1 spindump_agent
      0     0.00     116.17      78.76     751   1 Spotlight
      0     0.00       9.83      37.35     965   1 spotlightknowledged
      0     0.00       0.92       0.08    1184   1 spotlightknowledged
      0     0.00       0.77       0.47    1631   1 ssh-agent
      0     0.00       0.00       0.00    1037 …37 StandaloneUpdaterDaemon
      0     0.00       7.38       0.29     745   1 StatusKitAgent
      0     0.00       3.11       0.41    1064 …64 StocksKitService
      0     0.00       0.00       0.00     512 512 storagekitd
      0     0.00      15.47       6.77   17401   1 studentd
      0     0.00       0.00       0.00     933 933 SubmitDiagInfo
      0     0.00      52.91      96.44     687   1 suggestd
      0     0.00       0.00       0.00     546 546 suhelperd
      0     0.00       4.69       3.03     791   1 swcd
      0     0.00       7.27       0.79     824   1 swtransparencyd
      0     0.00       0.00       0.00     505 505 symptomsd
      0     0.00       0.00       0.00     600 600 symptomsd-diag
      0     0.00      12.42       2.18     659   1 syncdefaultsd
      0     0.00       0.00       0.00   19782 …82 sysdiagnosed
      0     0.00       0.00       0.00     525 525 sysextd
      0     0.00       0.00       0.00     368 368 syslogd
      0     0.00       0.00       0.00     992 992 sysmond
      0     0.00       0.00       0.00     442 442 syspolicyd
      0     0.00      19.94       1.48   22756   1 System Settings
      0     0.00       0.00       0.00     701 701 systemsoundserverd
      0     0.00       0.00       0.00     340 340 systemstats
      0     0.00       0.00       0.00    1020 340 systemstats
      0     0.00       0.00       0.00     418 418 systemstatusd
      0     0.00       7.91       0.60     672   1 SystemUIServer
      0     0.00       0.00       0.00    1003 …03 system_installd
      0     0.00      11.84      76.21     651   1 talagentd
      0     0.00       0.00       0.00     406 406 tccd
      0     0.00      24.52      24.72     653   1 tccd
      0     0.00       0.02       0.02     748 748 TeamsWidgetExtension
      0     0.00     154.67     449.23     650   1 Terminal
      0     0.00      31.98       5.69     848   1 TextInputMenuAgent
      0     0.00      10.78       3.36     860   1 TextInputSwitcher
      0     0.00      20.16       9.76    1159   1 textunderstandingd
      0     0.00      51.86       0.33   31785 …85 ThemeWidgetControlViewService
      0     0.00      32.34       0.10   31791 …91 ThemeWidgetControlViewService
      0     0.00       0.00       0.00     370 370 thermalmonitord
      0     0.00       0.00       0.00     967 967 ThunderboltAccessoryUpdaterService
      0     0.00       0.00       0.00     376 376 timed
      0     0.00      21.56       1.93    1192   1 tipsd
      0     0.00       0.00       0.00     498 498 TouchBarServer
      0     0.00      10.75       1.36    7350   1 translationd
      0     0.00      22.77       7.18     669   1 transparencyd
      0     0.00       5.95       0.49     878 878 TrialArchivingService
      0     0.00      17.62      59.15     776   1 triald
      0     0.00       0.00       0.00     572 572 triald_system
      0     0.00       0.00       0.00     414 414 trustd
      0     0.00       0.00       0.00     567   1 trustd
      0     0.00       0.00       0.00     592   1 trustd
      0     0.00      17.09      55.47     656   1 trustd
      0     0.00       0.00       0.00    2870   1 trustd
      0     0.00       0.00       0.00   19408   1 trustd
      0     0.00       0.00       0.00     417 417 trustdFileHelper
      0     0.00       9.41       0.70     717   1 TrustedPeersHelper
      0     0.00       0.00       0.00    1248 …48 tzd
      0     0.00       0.00       0.00     343 343 uarpassetmanagerd
      0     0.00       0.00       0.00    3495 …95 UARPAssetManagerServiceMobileAsset
      0     0.00       0.00       0.00     620 620 uarpd
      0     0.00       0.00       0.00     902 902 UARPUpdaterServiceAFU
      0     0.00       0.00       0.00     903 903 UARPUpdaterServiceDisplay
      0     0.00       0.00       0.00     904 904 UARPUpdaterServiceHID
      0     0.00       0.00       0.00     900 900 UARPUpdaterServiceLegacyAudio
      0     0.00       0.00       0.00     901 901 UARPUpdaterServiceUSBPD
      0     0.00       5.58       3.40     754   1 UIKitSystem
      0     0.00      14.02       0.85    2946   1 universalAccessAuthWarn
      0     0.00       5.56       5.44     624   1 universalaccessd
      0     0.00      16.12      99.37     854   1 UniversalControl
      0     0.00      11.67      13.42     873   1 UsageTrackingAgent
      0     0.00       0.00       0.00   31520 …20 usbaudiod
      0     0.00       0.00       0.00   20662 …62 USBCAccessoryUpdaterService
      0     0.00       0.00       0.00     377 377 usbmuxd
      0     0.00       6.77       3.29     731   1 useractivityd
      0     0.00       0.00       0.00     334 334 UserEventAgent
      0     0.00       9.75      11.40     617   1 UserEventAgent
      0     0.00       0.00       0.00     395 395 usermanagerd
      0     0.00      13.69       1.94     645   1 usernoted
      0     0.00      28.03       1.23   22727   1 UserNotificationCenter
      0     0.00       7.55       0.74     631   1 usernotificationsd
      0     0.00       0.00       0.00     561 561 UVCAssistant
      0     0.00       0.00       0.00     533   1 ViewBridgeAuxiliary
      0     0.00       5.97      11.43     686   1 ViewBridgeAuxiliary
      0     0.00       3.72       0.17     939   1 voicebankingd
      0     0.00       6.89       0.35   22763 …63 VPN
      0     0.00       0.00       0.00     550 550 vpnagentd
      0     0.00       8.17      42.10     765 765 VTDecoderXPCService
      0     0.00      10.42       1.25    7356 …56 VTDecoderXPCService
      0     0.00       1.61      75.20   20555 …55 VTDecoderXPCService
      0     0.00       1.55       0.30   29103 …03 VTDecoderXPCService
      0     0.00       1.41       0.05   13459 …59 VTEncoderXPCService
      0     0.00       1.48       0.06   21902 …02 VTEncoderXPCService
      0     0.00       1.31       0.06   21903 …03 VTEncoderXPCService
      0     0.00       1.30       0.05   22773 …73 VTEncoderXPCService
      0     0.00      47.59     128.95     700 700 WallpaperAerialsExtension
      0     0.00      24.56      31.56     680   1 WallpaperAgent
      0     0.00       0.00       0.00     698 698 wallpaperexportd
      0     0.00       0.02       0.06     944 944 WardaSynthesizer
      0     0.00       0.00       0.00     357 357 watchdogd
      0     0.00       3.39       0.18    1000   1 weatherd
      0     0.00      44.70      44.48     845   1 WeatherMenu
      0     0.00      32.12      13.65    7478 …78 WeatherWidget
      0     0.00       7.42       0.58    1164   1 webprivacyd
      0     0.00       4.69       0.16   15737   1 webpushd
      0     0.00      14.38      56.42     657   1 WiFiAgent
      0     0.00       0.00       0.00     663 663 wifianalyticsd
      0     0.00       0.00       0.00     606 606 WiFiCloudAssetsXPCService
      0     0.00       0.02       0.01     800 800 WiFiCloudAssetsXPCService
      0     0.00       0.00       0.00     604 604 wifip2pd
      0     0.00       0.00       0.00    1198 …98 wifivelocityd
      0     0.00      20.97     139.39     629   1 WindowManager
      0     0.00       0.00       0.00     405 405 WindowServer
      0     0.00       0.00       0.00     518 518 WirelessRadioManagerd
      0     0.00       0.02       0.74    5555 …55 WorldClockWidget
      0     0.00       0.00       0.00   17412 …12 writeconfig
      0     0.00       0.00       0.00    3492 …92 XProtect
      0     0.00       0.88       0.07    3497   1 XProtect
      0     0.00       0.00       0.00    1011 …11 XProtectBridgeService
      0     0.00       0.00       0.00     605 605 XProtectPluginService
      0     0.00       1.02       2.83   23787   1 XProtectPluginService
      0     0.00       0.00       0.00    2809 …09 XprotectService
      0     0.00       0.81       0.07    7403 …03 XprotectService
      0     0.00       0.00       0.00    1249 …49 XProtectUpdateService
      0     0.00   1,228.34   1,316.86   31533   1 zoom.us
      0     0.00     299.03      21.58   31547   1 ZoomClips
      0     0.00       5.48       0.19   31353 …52 zsh


 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
 ------    -----      -----     ------      --  -- -----------
      0     0.00       0.00       0.00       0 …52 
      0     0.00       9.02       0.70     677   1 AccessibilityUIServer
      0     0.00       0.00       0.00     426 426 accessoryd
      0     0.00       0.00       0.00     342 342 accessoryupdaterd
      0     0.00      22.20      28.97     635   1 accountsd
      0     0.00       1.50       0.10   19754 …54 AccountSubscriber
      0     0.00       0.00       0.00     969 550 acumbrellaagent
      0     0.00       0.00       0.00     810 810 adid
      0     0.00       3.77       0.82    1001   1 adprivacyd
      0     0.00       7.05       0.48     842   1 AirPlayUIAgent
      0     0.00       0.00       0.00     401 401 AirPlayXPCHelper
      0     0.00       0.00       0.00     453 453 airportd
      0     0.00      16.11       4.84     747   1 akd
      0     0.00       0.00       0.00     349 349 amfid
      0     0.00       1.03       0.10   19819   1 AMPArtworkAgent
      0     0.00       3.42       0.17     695   1 AMPDeviceDiscoveryAgent
      0     0.00       9.41       1.91   19816   1 AMPLibraryAgent
      0     0.00       8.77       2.72     779   1 amsaccountsd
      0     0.00       7.30      12.28     787   1 amsengagementd
      0     0.00       3.39       1.69    1216   1 amsondevicestoraged
      0     0.00       1.83       0.12     970   1 analyticsagent
      0     0.00       0.00       0.00     415 415 analyticsd
      0     0.00       0.00       0.00   17195 …95 ANECompilerService
      0     0.00       0.00       0.00     870 870 aned
      0     0.00       0.00       0.00   20300 …00 ANEStorageMaintainer
      0     0.00       0.00       0.00   20307 …07 ANEStorageMaintainer
      0     0.00       0.00       0.00    1104 …04 aneuserd
      0     0.00     546.27       1.07   31551   1 aomhost
      0     0.00      61.61      34.71   31553   1 aomhost
      0     0.00      68.19     294.47   31563   1 aomhost
      0     0.00      82.80       2.14   31571   1 aomhost
      0     0.00      54.67       0.53   31596   1 aomhost
      0     0.00       0.00       0.00     421 421 apfsd
      0     0.00       0.91       0.03     638   1 APFSUserAgent
      0     0.00      10.05       0.76     802   1 appleaccountd
      0     0.00       0.00       0.00     388 388 AppleCredentialManagerDaemon
      0     0.00       0.00       0.00     552 552 AppleDeviceQueryService
      0     0.00       0.00       0.00     528 528 appleeventsd
      0     0.00       0.00       0.00     536 536 appleh13camerad
      0     0.00      19.89       1.89   22758 …58 AppleIDSettings
      0     0.00       0.00       0.00     611 611 applekeystored
      0     0.00     235.11      36.79   22430   1 AppleSpell
      0     0.00       0.97       0.05     823   1 appplaceholdersyncd
      0     0.00      11.23      10.56    1116 …16 AppPredictionIntentsHelperService
      0     0.00       7.59       0.68     734   1 AppSSOAgent
      0     0.00       0.00       0.00     740 740 AppSSODaemon
      0     0.00       9.05       5.73     994   1 appstoreagent
      0     0.00       0.00       0.00     374 374 apsd
      0     0.00       0.83       0.13   19759 …59 ASConfigurationSubscriber
      0     0.00       3.47       1.63     840   1 askpermissiond
      0     0.00       0.00       0.00     403 403 aslmanager
      0     0.00       0.00       0.00    1422 …22 ASPCarryLog
      0     0.00       0.97       0.06     654   1 assessmentagent
      0     0.00       0.00       0.00     820 820 AssetCache
      0     0.00       3.03       0.34     818   1 AssetCacheLocatorService
      0     0.00       0.00       0.00    1113 …13 AssetCacheLocatorService
      0     0.00       0.00       0.00     961 961 AssetCacheTetheratorService
      0     0.00       0.00       0.00    1007 …07 assetsubscriptiond
      0     0.00      20.23       8.16     789   1 assistantd
      0     0.00      11.95       0.36     770   1 assistant_cdmd
      0     0.00       0.02       0.08     949 949 AUCrashHandlerService
      0     0.00      13.83       4.52     713   1 audioaccessoryd
      0     0.00       0.00       0.00     591 591 audioanalyticsd
      0     0.00       0.00       0.00     539 539 audioclocksyncd
      0     0.00       0.00       0.00     529 529 AudioComponentRegistrar
      0     0.00       3.91       0.17     720   1 AudioComponentRegistrar
      0     0.00       0.00       0.00     527 527 audiomxd
      0     0.00       0.05       0.21    7354 …54 AudiovisualThumbnailExtension
      0     0.00       0.00       0.00     484 484 authd
      0     0.00       8.14       0.88    1367   1 AuthenticationServicesAgent
      0     0.00       0.00       0.00     383 383 autofsd
      0     0.00       0.00       0.00     691 691 automountd
      0     0.00       1.80       0.20   20320   1 avatarsd
      0     0.00       4.70       0.54     814   1 avconferenced
      0     0.00      12.06       4.98     829   1 axassetsd
      0     0.00       2.08       0.28   19738   1 backgroundassets.user
      0     0.00       6.81       0.55     793   1 BackgroundTaskManagementAgent
      0     0.00       0.00       0.00     537 537 backgroundtaskmanagementd
      0     0.00       0.00       0.00     516 516 backupd
      0     0.00       0.00       0.00     440 440 backupd-helper
      0     0.00       2.92       0.07   14597   1 betaenrollmentagent
      0     0.00       0.00       0.00   14598 …98 betaenrollmentd
      0     0.00      14.73     107.37     630   1 BiomeAgent
      0     0.00       0.00       0.00     494 494 biomed
      0     0.00       1.00       0.14    1417 …17 BiomeSELFIngestor
      0     0.00       0.00       0.00     431 431 biometrickitd
      0     0.00      12.14       4.72     683   1 bird
      0     0.00       0.00       0.00   30928 …28 bluetoothd
      0     0.00       7.64       0.27     862   1 bluetoothuserd
      0     0.00       0.02       0.09    7358 …58 BooksThumbnail
      0     0.00       0.00       0.00     540 540 bootinstalld
      0     0.00       0.00       0.00     583 583 BTLEServer
      0     0.00       2.88       0.19    1731   1 BTLEServerAgent
      0     0.00       1.22       0.46    1176   1 businessservicesd
      0     0.00      13.72       4.96     689   1 calaccessd
      0     0.00       0.02       0.07    1072 …72 CalendarIntentsExtension
      0     0.00       0.02       0.36     786 786 CalendarWidgetExtension
      0     0.00      16.28       5.22     658   1 callservicesd
      0     0.00       0.00       0.00     560 560 cameracaptured
      0     0.00      31.06       0.13   31539   1 caphost
      0     0.00      31.17       0.16   31549   1 caphost
      0     0.00       0.00       0.00     762 762 captiveagent
      0     0.00       7.16       0.84     738   1 CategoriesService
      0     0.00       0.00       0.00   18478   1 CategoriesService
      0     0.00       8.61       0.80     716   1 cdpd
      0     0.00       0.00       0.00   32171 …71 CFNetworkAgent
      0     0.00       0.00       0.00     407 407 cfprefsd
      0     0.00       0.00       0.00     564   1 cfprefsd
      0     0.00       0.00       0.00     589   1 cfprefsd
      0     0.00      10.59      31.05     614   1 cfprefsd
      0     0.00       0.00       0.00   19407   1 cfprefsd
      0     0.00       0.00       0.00   20269   1 cfprefsd
      0     0.00       0.00       0.00   20270   1 cfprefsd
      0     0.00       0.00       0.00   20271   1 cfprefsd
      0     0.00       0.00       0.00   20272   1 cfprefsd
      0     0.00       0.00       0.00   20273   1 cfprefsd
      0     0.00       0.00       0.00   20280   1 cfprefsd
      0     0.00       0.00       0.00   20281   1 cfprefsd
      0     0.00       0.00       0.00   20282   1 cfprefsd
      0     0.00       0.00       0.00   20301   1 cfprefsd
      0     0.00       0.86       0.08   22715 …15 CGPDFService
      0     0.00      29.55      26.19     836   1 ChatGPTHelper
      0     0.00       1.94       0.07   13436 …35 chrome_crashpad_handler
      0     0.00       1.94       0.05   21860 …59 chrome_crashpad_handler
      0     0.00      25.64      15.47     721   1 chronod
      0     0.00       2.83       1.20   19821   1 ciphermld
      0     0.00      45.89     527.79    9789   1 Cisco Secure Client
      0     0.00       6.97       0.31   22766 …66 ClassroomSettings
      0     0.00       0.00       0.00     519 519 cloudd
      0     0.00      25.36      34.46     662   1 cloudd
      0     0.00      29.12      15.81     882   1 Cloudflare WARP
      0     0.00       0.00       0.00     556 556 CloudflareWARP
      0     0.00       6.42       0.54     990   1 cloudphotod
      0     0.00       0.00       0.00     551 551 CloudTelemetryService
      0     0.00      12.02       2.79     739 739 CloudTelemetryService
      0     0.00       6.11       0.57     914 914 CloudTelemetryService
      0     0.00       0.00       0.00    1010 …10 CloudTelemetryService
      0     0.00       3.48       0.12   20306 …06 CloudTelemetryService
      0     0.00       2.31       0.15   20314 …14 CloudTelemetryService
      0     0.00       0.95       0.04     707   1 CMFSyncAgent
      0     0.00       0.00       0.00     501 501 colorsync.displayservices
      0     0.00       2.08       0.07    1160   1 colorsync.useragent
      0     0.00       0.00       0.00     510 510 colorsyncd
      0     0.00       2.08       0.06    1170   1 com.apple.accessibility.mediaaccessibilityd
      0     0.00       0.00       0.00   20663 …63 com.apple.AmbientDisplayAgent
      0     0.00      90.72       1.29   31020 …20 com.apple.appkit.xpc.openAndSavePanelService
      0     0.00       0.00       0.00     579 579 com.apple.AppleUserHIDDrivers
      0     0.00       0.00       0.00    1055 …55 com.apple.AppStoreDaemon.StorePrivilegedODRService
      0     0.00       0.00       0.00     521 521 com.apple.audio.Core-Audio-Driver-Service.helper
      0     0.00       0.00       0.00     538 538 com.apple.audio.Core-Audio-Driver-Service.helper
